"","XML_FileName","Lat","Long","Altitude","RWL_Count","CRN_Count","SpeciesLong","GenusSpp","Genus","Family","Order","Group","ModNegExp","SE_ModNegExp","P_ModNegExp","Mean","SE_Mean","P_Mean","AgeDepSpline","SE_AgeDepSpline","P_AgeDepSpline","N_years"
"INDO005","noaa-tree-12628.xml",-4.8686,122.7095,91,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.127152610694338,0.0335660659970544,0.000353839662518495,0.0775221234419709,0.0233671338474242,0.00154618761586308,0.198145639371345,0.0592245435916171,0.0014201374551004,5
"INDO006","noaa-tree-12629.xml",-7.0333,110.2667,169,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.0240738247668591,0.0565018957743573,0.672133198888278,-0.00159901206299353,0.0409184724045073,0.969004975359216,0.01810823178669,0.068576727011964,0.792968132179239,4
"TW001","noaa-tree-12634.xml",24.5333,121.3833,1898,1,0,"Chamaecyparis obtusa (Sieb. & Zucc.) Endl.","Chamaecyparis obtusa","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",0.0131551320490645,0.0123778784566037,0.289457198531694,0.0105258548647463,0.0091785753013904,0.253161322426405,0.0171114666848635,0.0133045381610973,0.200230205067073,7
"PH001","noaa-tree-12643.xml",16.7833,120.7167,1516,3,0,"Pinus kesiya Royle ex Gordon","Pinus kesiya","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0253058015360694,0.0294329631444643,0.393451566459695,-0.0189478793701046,0.0250116037335156,0.451779249038754,-0.0255782653123263,0.0387602244488045,0.51192362719354,5
"TH001","noaa-tree-12644.xml",19.2833,98.9333,677,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.0183755343937588,0.0160689478595826,0.256402420525375,0.0159306012332947,0.0121115417512191,0.192355602189865,0.0296151228771751,0.0203843775933149,0.150386276578154,5
"TH004","noaa-tree-12647.xml",14.9833,99.4333,545,1,0,"Pinus merkusii Jungh. & De Vriese","Pinus merkusii","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0943006151923395,0.0270542238067801,0.000566138501120369,-0.0505070896903247,0.0135643571706158,0.000235592065365909,-0.0745511283590507,0.0258354385245785,0.00419670520757651,6
"TH005","noaa-tree-12648.xml",16.6,100.8167,744,1,0,"Pinus merkusii Jungh. & De Vriese","Pinus merkusii","Pinus","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TH006","noaa-tree-12649.xml",19.0167,98.2333,1167,1,0,"Pinus merkusii Jungh. & De Vriese","Pinus merkusii","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0414973183475346,0.047071862795582,0.386084836444818,-0.0210491953673883,0.0313233172960201,0.50751318097983,-0.0372924983170848,0.0500759140234532,0.463120256118599,4
"MONG016","noaa-tree-12651.xml",48.6,88.3667,2146,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",-0.0319695992063434,0.0163145367955134,0.0528013731364608,-0.0304279483652317,0.0156776451222472,0.0550641196941161,-0.0423269117867392,0.023446551185499,0.0740147547334826,4
"MONG019","noaa-tree-12654.xml",47.1,90.9667,2418,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.109503249560403,0.0268370965932529,8.68643681493133e-05,0.0646640136641286,0.0190514893959309,0.000966407293381899,0.13078056888673,0.0381686216769621,0.000868814913590723,4
"MONG020","noaa-tree-12655.xml",48.2667,88.8667,2395,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.0605536739668854,0.0154729488002251,0.000206306385906067,0.0441925650942754,0.0123463296764678,0.000625917448256168,0.0727684882986652,0.0182571350518628,0.000161135027954751,5
"MONG021","noaa-tree-12656.xml",48.35,107.4667,2076,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MONG025","noaa-tree-12660.xml",48.7,88.8,2212,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",-0.0867311247716325,0.0281713732170423,0.00321754770152195,-0.0655477319566553,0.0232854435680057,0.00672082639072795,-0.11719090743026,0.0378489755509117,0.00305928483491321,4
"MONG026","noaa-tree-12661.xml",46.8167,100.1167,2355,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MONG027","noaa-tree-12662.xml",46.3167,101.3167,2642,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MONG028","noaa-tree-12663.xml",48.8333,111.6833,1019,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK112","noaa-tree-13705.xml",60.5,-146,0,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK113","noaa-tree-13706.xml",67.5,-150,670,1,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK114","noaa-tree-13707.xml",56,-132,0,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK115","noaa-tree-13708.xml",65.16,-162.25,224,2,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK118","noaa-tree-13711.xml",58.444,-135.594,260,1,3,"Chamaecyparis nootkatensis (D. Don) Spach","Chamaecyparis nootkatensis","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",0.0237169728526601,0.00578457384219726,5.53930244647056e-05,0.0316044975826148,0.00708655764229825,1.22534852372554e-05,0.0515125647844004,0.0138758595589071,0.000251564667061971,9
"AK119","noaa-tree-13712.xml",58.343,-135.571,150,1,3,"Chamaecyparis nootkatensis (D. Don) Spach","Chamaecyparis nootkatensis","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",0.0268220707241218,0.0142307004265145,0.0606448991951151,0.0104859719046195,0.00306740281020989,0.000737705297861055,0.0282945463431285,0.00526935788226923,1.83694994091856e-07,9
"AK122","noaa-tree-13715.xml",63.8167,-144.8,420,1,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",0.0307308742165283,0.00604246520415203,7.5685683957017e-07,0.0371632643995281,0.00687221205776231,1.59008831111082e-07,0.0578547941376848,0.00933165505376394,2.57707826951773e-09,9
"AK123","noaa-tree-13716.xml",63.7167,-144.15,437,1,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",0.0459872367919595,0.00952722301656882,3.22968337630957e-06,0.0465228464308073,0.00961149769717873,3.04554076085422e-06,0.0671341800455331,0.0111411917730536,1.13059609522999e-08,9
"ALB001","noaa-tree-13720.xml",42.4167,19.7667,1800,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.0313783548146596,0.0075882248632348,5.26810347122878e-05,0.0282794683435773,0.006700578739139,3.73457160231688e-05,0.0404842328712716,0.00960089748161856,3.79171135466045e-05,7
"ALB002","noaa-tree-13721.xml",41.8,20.2333,1900,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.0202372762067665,0.0223057542369264,0.364820134011413,-0.029256708627734,0.00492639869756467,6.31180356424503e-09,-0.0291213872903634,0.00752642922695946,0.000127739772210922,8
"ARGE117","noaa-tree-13726.xml",-39.5463,-71.0436,1217,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.0480996958660743,0.00653348784856349,4.0444468408094e-12,-0.0311851424250082,0.00366818040618678,3.48860530266281e-15,-0.052098193671414,0.00787198078849881,2.97745124423833e-10,6
"ARGE118","noaa-tree-13727.xml",-39.1523,-71.2491,1142,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.0305665941845741,0.00728107863460937,4.44087887753497e-05,-0.017187796250133,0.00323884006729956,3.64520609664447e-07,-0.022811339274746,0.00887498829147283,0.0110673960420639,6
"ARGE119","noaa-tree-13728.xml",-38.8257,-71.0803,1317,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.0575915704309053,0.00775826470475125,2.39152441289601e-11,-0.0605228504368305,0.00795720954129229,9.44979929038214e-12,-0.081835136081652,0.0127835510124447,3.7079116932993e-09,6
"ARGE121","noaa-tree-13730.xml",-39.4,-70.8,1455,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.0334450266189074,0.00742562955941866,1.17534553357085e-05,-0.0239233799805839,0.00391635583405528,5.74984180402345e-09,-0.0374753258889132,0.00756014446546654,1.6055411215159e-06,6
"ARGE122","noaa-tree-13731.xml",-39.0951,-71.3207,1531,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.0162652806054065,0.00702938069580598,0.021995409885643,-0.0102615290969693,0.00445903724418159,0.0227162959328123,0.233951036272667,0.133697465563121,0.0821353333903916,6
"ARGE123","noaa-tree-13732.xml",-39.22,-71.17,1565,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.030829368664146,0.00679953548067821,1.01692852353168e-05,-0.0173006967436362,0.00406722774908764,3.28274381127237e-05,-0.0301295436596225,0.00708447454561939,3.293282846085e-05,6
"BRIT064","noaa-tree-13753.xml",51.0667,-1.3833,120,1,0,"Quercus spp. L.","Quercus spp.","Quercus","Fagaceae","Fagales","Angiosperms",-0.021447978632677,0.00686914775614061,0.00206135708240095,-0.0197569331543066,0.00557003446388954,0.000485883318660774,-0.0181407750338542,0.00844397561952081,0.0328927979583567,9
"CANA322","noaa-tree-13754.xml",66,-120,157,2,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",0.0848063883886079,0.0136069106633348,1.41791740924277e-09,0.0650667338129948,0.0122221492886593,1.89709545554669e-07,0.116962083266253,0.0210898086709859,6.05195212310091e-08,3
"CANA323","noaa-tree-13755.xml",56,-60,-35,2,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANA329","noaa-tree-13761.xml",51.97,-116.72,1423,2,3,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0400829409703189,0.00672383265840013,1.30255708160686e-08,0.019060559438416,0.00328161065261701,2.82739725479861e-08,0.0520630101500897,0.00735285643121043,3.15321483838532e-11,7
"CANA330","noaa-tree-13762.xml",52,-116.45,1356,2,3,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0235860033326657,0.0161117428835561,0.146522052113318,0.011667309479446,0.00759398145595328,0.127767009851445,0.0238085899233538,0.0160927000610324,0.142324510937277,7
"CANA331","noaa-tree-13763.xml",52.072,-116.388,1420,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0895359090796723,0.00601933373223209,8.49723727309713e-37,0.0689991263962767,0.00445298219688548,5.40300926410852e-39,0.102407801887216,0.00662069763143243,6.74679867322193e-39,8
"CANA332","noaa-tree-13764.xml",49.9,-114.2,1661,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.147998546648263,0.0185200221796972,7.58014286006941e-13,0.0901398361420152,0.0110789464943947,3.47573885783202e-13,0.158076034922831,0.0202025623056733,1.84990160632766e-12,4
"CANA333","noaa-tree-13765.xml",49.7,-114,1395,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.0363147283167088,0.016914075046808,0.0338212205472726,-0.0264797068112229,0.0126689968979693,0.038736544363063,-0.0432036166918878,0.0208642910297202,0.0405497232244962,4
"CANA334","noaa-tree-13766.xml",50,-114.2,1677,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.16609809842085,0.0170581444896012,6.02179688105161e-16,0.0738148693770297,0.0071717200926073,3.9237919551689e-17,0.237461845543084,0.026890036642644,5.20285936022819e-14,4
"CANA336","noaa-tree-13768.xml",49.9,-114.2,1331,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0773653391516531,0.0135793671802308,4.26059392481798e-08,0.0615960776872187,0.0113730800066895,1.72244384666693e-07,0.109491823403859,0.0189529674300386,2.84262219101052e-08,7
"CANA337","noaa-tree-13769.xml",51.13,-114.98,1320,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.148471893952108,0.0769163696086934,0.0775407127109414,-0.0870157711071779,0.0385278483621858,0.0433267135955533,-0.138115002002101,0.0650775083699678,0.0553065720014055,3
"CANA340","noaa-tree-13772.xml",62,-128.3,500,2,3,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANA341","noaa-tree-13773.xml",62.0333,-128.2667,1200,2,3,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANA342","noaa-tree-13774.xml",62.0333,-128.2667,1200,2,3,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANA343","noaa-tree-13775.xml",49.9,-114.4,1648,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00448927747352628,0.0113798724297943,0.693889515915549,0.00034892433822609,0.00506639225356198,0.945202848557285,0.0067550119633542,0.0131572999998648,0.608574919749085,4
"CANA344","noaa-tree-13776.xml",56.63,-119.62,516,2,3,"Pinus banksiana Lamb.","Pinus banksiana","Pinus","Pinaceae","Pinales","Gymnosperms",0.0531699650013084,0.0122402993669248,3.07071176858393e-05,0.0162028604521901,0.00610863479867541,0.00914038830858683,0.195833793151083,0.0749606067936938,0.0102104134802758,6
"CANA346","noaa-tree-13777.xml",49.9667,-114.0833,1706,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.151995532969632,0.0179398853381298,3.42726596548712e-10,-0.13250251819036,0.0159597448468461,5.64211486188366e-10,-0.194276136341481,0.02612041054044,7.46002403122428e-09,3
"CANA348","noaa-tree-13779.xml",54.75,-115.62,1231,2,3,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",-0.0835820276580757,0.0198400082586782,0.0002238562568637,-0.099783302845939,0.0212457424584885,5.89088082833568e-05,-0.0969223163984416,0.0225972040010546,0.000181556275630257,4
"CANA349","noaa-tree-13780.xml",54.75,-115.62,1231,2,3,"Pinus banksiana Lamb.","Pinus banksiana","Pinus","Pinaceae","Pinales","Gymnosperms",-0.031025148208445,0.017635883182556,0.083476285758875,-0.0249934896532034,0.0142474858770966,0.0843308935283763,-0.0458972438299429,0.0241278205809705,0.061785460775755,4
"CANA350","noaa-tree-13781.xml",52.06,-116.43,1560,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0885223450335525,0.0092793772571698,2.36107732031178e-18,0.0670011980867838,0.00558062250194022,4.9159377312761e-26,0.115786458638413,0.0096248524186099,4.11951001034945e-26,7
"FINL072","noaa-tree-13792.xml",68.22,24.05,300,2,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.00263716240557471,0.00768995052721732,0.731908453819376,0.00672185084985551,0.00753504178068985,0.373130611216763,0.0172102329755425,0.0120576769518142,0.154620507854129,6
"FINL073","noaa-tree-13793.xml",68.22,24.05,300,2,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0208115676632196,0.0092036320045739,0.0245261367925548,-0.00235650399953426,0.00882549418815799,0.789660816270325,0.0029275928800922,0.017349203716168,0.86612120055132,6
"FINL074","noaa-tree-13794.xml",68.22,24.05,300,2,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0165214533678705,0.00915878255478174,0.0731412279057204,-0.000147627004586122,0.0072381046096507,0.983753198793341,-0.000332980690246978,0.0130866769380917,0.979732521212678,6
"GA010","noaa-tree-13797.xml",34.57,-84.23,792,1,0,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",0.0385691893730249,0.0135760620271854,0.0050683070087547,0.0264352962229913,0.0115569858772843,0.0234511503582211,0.063555037954419,0.0403243741656928,0.116930991214192,9
"GA011","noaa-tree-13799.xml",34.76,-84.3,777,1,0,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",0.030444073657907,0.00684023076995773,1.15093554632827e-05,0.0295489755809353,0.00690854785885633,2.4434948267447e-05,0.0432171440428533,0.0127097001024368,0.000750539402523389,9
"GA012","noaa-tree-13800.xml",34.76,-84.3,784,1,3,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",0.0369139803475321,0.00664418935755598,4.73669074301839e-08,0.0314308223751093,0.00591916786748192,1.726109791327e-07,0.0567720068157447,0.0140417888661257,6.20582118890082e-05,9
"GA013","noaa-tree-13803.xml",34.46,-84.31,730,1,3,"Quercus spp. L.","Quercus spp.","Quercus","Fagaceae","Fagales","Angiosperms",-0.0212513842694439,0.00517543790725197,6.06876521090543e-05,-0.0205973216609555,0.00479921676682908,2.87571938391025e-05,-0.0233177190010549,0.00614438958550543,0.000200913627184537,9
"GA014","noaa-tree-13804.xml",34.76,-84.3,777,1,3,"Tsuga canadensis (L.) Carr.","Tsuga canadensis","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.036791287962161,0.00910818762489771,7.80224661972163e-05,-0.0317360312711523,0.00831974542329819,0.000184950478770303,-0.0399788472687361,0.0115832754707097,0.000688641769435619,9
"GA015","noaa-tree-13808.xml",30.8558,-83.9667,61,1,3,"Pinus palustris Mill.","Pinus palustris","Pinus","Pinaceae","Pinales","Gymnosperms",1.19271931314651,0.83730607898925,0.158248182922466,-0.050239910001619,0.0341375281029055,0.145076729419132,-0.0280131138910584,0.0705631518181468,0.692442727091098,3
"GA016","noaa-tree-13809.xml",34.3288,-85.2463,344,1,3,"Pinus palustris Mill.","Pinus palustris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00915132314112425,0.0225722171458288,0.686476981582292,-0.00705342817988668,0.0182674652705352,0.70064994348569,0.00244468893011911,0.0353636966161376,0.945095241194691,3
"GA017","noaa-tree-13810.xml",32.8509,-84.4803,262,1,3,"Pinus palustris Mill.","Pinus palustris","Pinus","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GA018","noaa-tree-13811.xml",32.2506,-85.1989,262,1,3,"Pinus echinata Mill.","Pinus echinata","Pinus","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GA022","noaa-tree-13815.xml",32.83,-84.83,366,1,3,"Quercus prinus L.","Quercus prinus","Quercus","Fagaceae","Fagales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NC023","noaa-tree-13819.xml",35.03,-83.26,1280,1,3,"Quercus alba L.","Quercus alba","Quercus","Fagaceae","Fagales","Angiosperms",-0.00759649798679982,0.0235547171954308,0.748886022481042,-0.00591343442710423,0.0202618424739294,0.772030876423247,-0.0156439008086559,0.0343305745389669,0.651280257773836,3
"GEOR002","noaa-tree-13870.xml",41.7167,43.4833,1850,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00910532311479765,0.0087488845174134,0.298809372912485,-0.0110407648406063,0.00747521380481385,0.1406985747461,-0.130101901458464,0.514214256730588,0.800427893224036,6
"GEOR003","noaa-tree-13871.xml",41.7167,43.5,1850,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.0803530046311123,0.0122036378161211,2.95557211817885e-10,0.0377499459001168,0.00699265931696732,1.64094102352934e-07,0.129327160067734,0.0206843443657474,1.88783669811325e-09,6
"GEOR004","noaa-tree-13872.xml",41.7833,43.4833,1450,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0144234372588362,0.00800908922950565,0.0730907358366237,-0.0130188217477726,0.00584396766921363,0.0269105224265075,-0.00920281086266531,0.00957202702622181,0.33739271523646,6
"GEOR005","noaa-tree-13873.xml",41.8,43.45,1100,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.0796298923401696,0.0094819008958584,2.19007945237457e-15,0.04603110286126,0.00667325968140647,3.43129915436472e-11,0.0968005293632717,0.011983676326013,1.90008514407591e-14,6
"GEOR007","noaa-tree-13875.xml",41.6167,42.5167,1930,1,0,"Abies alba Mill.","Abies alba","Abies","Pinaceae","Pinales","Gymnosperms",0.0022928206460112,0.0094634876678348,0.808935850339557,-0.0186517094641518,0.00677827548928769,0.00675644167239387,0.000368346043364742,0.00991002543496288,0.97040596214281,6
"GEOR008","noaa-tree-13876.xml",41.7667,43.5167,1850,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0527108664772794,0.0109421156257267,4.22841397844852e-06,-0.0366122580479502,0.00935349267553142,0.000149797526276605,-0.0499385869090853,0.0126645086590134,0.000134650224180963,6
"GEOR009","noaa-tree-13877.xml",41.5833,42.75,1900,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0305896474386979,0.00935616527796393,0.00136493644796016,-0.0237504289642497,0.00521240931758892,1.14559806539626e-05,-0.022658491022207,0.0102734675537674,0.0290960171128933,6
"GEOR010","noaa-tree-13878.xml",41.8167,42.85,2010,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.130018130242066,0.0321039720417116,6.69425897018886e-05,-0.00305503923163269,0.00329399854073291,0.354515009548425,0.0863658793981756,0.017815317011475,2.10513849579778e-06,6
"ID015","noaa-tree-13879.xml",43.75,-116.1,1825,1,3,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0885099450679874,0.00458810872183261,1.18460659396612e-54,0.0439471016012462,0.00245267225283707,1.84495506427761e-49,0.109352598350738,0.00552266535009254,1.4307955242433e-56,11
"LATV002","noaa-tree-13881.xml",57.2167,22.25,40,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0752273874722309,0.0106008733850534,4.39187556816301e-10,-0.058101431957987,0.00764612379177269,4.61200777373595e-11,-0.0806516736661731,0.011498469942672,6.33333810056718e-10,6
"MONG034","noaa-tree-13884.xml",49.41,107.5727,1027,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00360124792716677,0.00556227001250931,0.518011785998324,-0.00799714096265638,0.00273976988979866,0.00387253578196825,0.0309743110683769,0.0155684816046434,0.0478620241944081,8
"MONG035","noaa-tree-13885.xml",49.9385,106.2011,1180,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0251250752370986,0.00751500649947501,0.000943624256284475,-0.01772185468112,0.00530475969525266,0.000952066790127839,-0.0309695991422396,0.00826868086782578,0.000219697540100986,8
"MONG038","noaa-tree-13888.xml",49.4028,107.3062,950,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0687773090147439,0.00906061899193431,4.18228569939902e-12,-0.0419781796843902,0.00508188829061903,1.02422137400146e-13,-0.0711871215292996,0.0099956380981809,5.2319766177368e-11,8
"MORC019","noaa-tree-13890.xml",32.9667,-5.0667,2200,5,0,"Cedrus atlantica (Endl.) Manetti ex Carrière","Cedrus atlantica","Cedrus","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NJ003","noaa-tree-13945.xml",41,-74.13,61,1,0,"Carya glabra (Mill.) Sweet","Carya glabra","Carya","Juglandaceae","Fagales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NJ004","noaa-tree-13946.xml",41,-74.13,61,1,0,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NJ005","noaa-tree-13948.xml",41.12,-74.47,366,1,0,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",-0.35541134420171,0.0860086461320718,0.000294447549296212,-0.41463468151739,0.0920045228746244,0.000106697467180635,-0.75792494034814,0.182286757904136,0.000274805862881559,3
"NJ006","noaa-tree-13949.xml",41.12,-74.47,366,1,0,"Quercus rubra L.","Quercus rubra","Quercus","Fagaceae","Fagales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NJ007","noaa-tree-13950.xml",41.12,-74.47,366,1,0,"Quercus prinus L.","Quercus prinus","Quercus","Fagaceae","Fagales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY016","noaa-tree-13955.xml",43.09,-73.39,366,1,0,"Quercus alba L.","Quercus alba","Quercus","Fagaceae","Fagales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
