"","XML_FileName","Lat","Long","Altitude","RWL_Count","CRN_Count","SpeciesLong","GenusSpp","Genus","Family","Order","Group","ModNegExp","SE_ModNegExp","P_ModNegExp","Mean","SE_Mean","P_Mean","AgeDepSpline","SE_AgeDepSpline","P_AgeDepSpline","N_years"
"PAKI038","noaa-tree-15335.xml",35.65,73.5333,2320,1,0,"Cedrus deodara (D. Don) G. Don","Cedrus deodara","Cedrus","Pinaceae","Pinales","Gymnosperms",0.0140519561405356,0.00197777074733321,2.75625383567506e-12,0.0129758104109468,0.00195969129705415,6.69576595554584e-11,0.00733716583977072,0.0017048363495547,1.89716696118868e-05,37
"RUSS223","noaa-tree-15339.xml",67.5,70,30,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00842366480479479,0.000813524227599256,8.86529574188726e-25,0.0090497493457214,0.000822820048758063,1.06863937610469e-27,0.00859581857403858,0.000758638769231497,2.88476442875933e-29,34
"RUSS224","noaa-tree-15340.xml",66.8167,65.5833,190,2,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.0194801534044993,0.00291457199850797,4.11111624556133e-11,0.0174282129665562,0.002251392868611,2.67973630443162e-14,0.0073096384423099,0.00174685806315634,3.14273825017648e-05,30
"RUSS225","noaa-tree-15341.xml",66.8167,65.5833,190,2,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00929776078300085,0.00156234339611205,3.9747453041301e-09,0.00732523945070661,0.00145563029591553,5.98236841795619e-07,0.0121549597125451,0.00159641876769108,7.47286195342848e-14,35
"RUSS227","noaa-tree-15343.xml",49.6167,88.1,2098,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00474429281657605,0.00113675701392359,3.39397546104999e-05,0.00279071706365775,0.000872935563805992,0.00145418393994282,0.00477077722651792,0.00110994391860515,1.97697452079593e-05,29
"RUSS229","noaa-tree-15345.xml",50.3,87.8333,2349,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00795508564779204,0.00175540973233489,8.38990686868869e-06,0.00799820735746132,0.00176652193506326,8.54372921352969e-06,0.00654440670221745,0.00155303273018024,3.30319087870326e-05,29
"RUSS230","noaa-tree-15346.xml",50.2667,87.8333,1628,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",-0.0130308464659896,0.00242686552961543,1.97919397477444e-07,-0.0101832956111935,0.00181037450801244,5.52826497200039e-08,-0.0121919331396009,0.00249560601672893,1.9704932434455e-06,29
"RUSS233","noaa-tree-15349.xml",50.1167,87.9167,1813,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00991267804950794,0.00253435668685291,0.000118217383434954,0.00584533858751312,0.00190947149150996,0.00244380448630062,0.00801887235061824,0.00227871458774957,0.000514092486138156,29
"RUSS235","noaa-tree-15351.xml",50.6833,87.9667,1516,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",-0.0180412074446284,0.0021902098527112,1.96448875812432e-15,-0.0132658423439977,0.00142376983755099,5.4721947564098e-19,-0.0172950373558277,0.00198014204577939,4.94942221088952e-17,29
"RUSS236","noaa-tree-15352.xml",55,160.5,723,1,0,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr","Larix gmelinii","Larix","Pinaceae","Pinales","Gymnosperms",0.0107338891456441,0.000920749025564885,8.74161328764532e-31,0.000596740579852129,0.000453588849828587,0.188403580517174,0.0103326452984796,0.000831728551003488,1.22404701311626e-34,30
"VIET002","noaa-tree-15362.xml",21.6667,104.1,1805,1,0,"Fokienia hodginsii","Fokienia hodginsii","Fokienia","Cupressaceae","Pinales","Gymnosperms",0.00403485795295988,0.00105308221434125,0.000134017725600116,0.00128813080351278,0.000820454219445205,0.116675492293083,0.003924182591747,0.000976019221112742,6.169602275513e-05,33
"WI008","noaa-tree-15363.xml",45.683,-92.875,240,1,0,"Quercus macrocarpa Michx.","Quercus macrocarpa","Quercus","Fagaceae","Fagales","Angiosperms",-0.00278274026156698,0.000627854079069061,1.04207592019949e-05,-0.00318138033282692,0.000635697139401537,6.67389573410734e-07,0.000651532614296322,0.000673669666022445,0.33372117038712,37
"WI009","noaa-tree-15364.xml",45.85,-92.36,290,1,0,"Quercus macrocarpa Michx.","Quercus macrocarpa","Quercus","Fagaceae","Fagales","Angiosperms",-0.019813679121781,0.00141570790241728,1.01185847727156e-31,-0.0202935774446872,0.00139081605146975,1.38131047242811e-33,-0.0114807073232177,0.00155048961999069,3.30777440165194e-12,37
"WI011","noaa-tree-15366.xml",45.2167,-88.35,290,1,0,"Pinus resinosa Aiton","Pinus resinosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00575142889128054,0.00224705736984832,0.0126120055161732,-0.00596682288553348,0.00282631605906909,0.0382799211061844,-0.00217291789774235,0.00270166711367774,0.423915667473012,37
"CANA366","noaa-tree-15436.xml",60.5947,-135.0669,1070,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00290234740952264,0.000662541553628649,1.2921141028782e-05,-0.000812143395417637,0.000638664196002727,0.203764165223989,0.0235072394610592,0.00213923699450869,9.00374533414775e-27,32
"CANA368","noaa-tree-15438.xml",59.3153,-129.4936,1360,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00488838541242394,0.000890882870336458,5.21678911008444e-08,-0.00130131818876608,0.000565811806063152,0.0216651374370561,0.00374108107477564,0.000773565904899927,1.5392178268538e-06,31
"CANA370","noaa-tree-15440.xml",54.7,-127.4667,1400,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00650613415894257,0.00174512809620359,0.000217587040514749,0.00785083763912262,0.00184581420948263,2.56555725964577e-05,0.00536684116267558,0.0015522680283876,0.000597445312023382,31
"CANA371","noaa-tree-15441.xml",60.2736,-134.1783,1150,2,0,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",-0.00599599759531053,0.000693294343295121,2.9591241884239e-17,-0.00691299039113331,0.000541789152294742,5.42096677772602e-34,0.000666704004549887,0.000733319846884308,0.36354799536476,31
"CANA372","noaa-tree-15442.xml",60.525,-128.8444,1193,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.0085281590161795,0.000438119016778656,1.1897260645612e-78,0.00830482944638482,0.000440689771073196,3.82714509660791e-74,0.0110934617246142,0.000430386009485767,5.22252921464549e-130,31
"CANA374","noaa-tree-15516.xml",59.3194,-129.8394,1343,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.0255626146700952,0.000852588130938058,2.44639783970337e-157,0.0146147712430792,0.000640017607480793,3.17328382235451e-100,0.0290570710531862,0.000908775301338111,3.79759867802099e-174,31
"CANA375","noaa-tree-15517.xml",60.5678,-133.0836,1176,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00915759184075858,0.00139374379652523,6.72761575359729e-11,-0.00229437566574549,0.000287281199163097,2.59905696203656e-15,0.0211523462303617,0.000895194801639233,2.15993404455638e-106,31
"CANA376","noaa-tree-15518.xml",60.1617,-129.9903,1355,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.0239532749367268,0.00153037292671619,1.93985817872053e-50,-0.00319567888523412,0.000330508087807128,2.34877421209263e-21,0.0192476269288949,0.00112919863691884,1.41618863898637e-58,31
"CANA378","noaa-tree-15520.xml",61.3667,-128.35,1450,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",-0.000290929722152429,0.00068409881462697,0.670712451378735,-0.00163515769042124,0.000639698498980762,0.0107057198157164,0.00253629097096492,0.000677450061552746,0.000189735486141177,31
"CANA380","noaa-tree-15523.xml",59.9611,-131.2936,1150,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.130789601178274,0.0610403014760387,0.032385899609962,-0.00783232620373778,0.000451724163877924,6.47384837069703e-59,0.0189385102715319,0.00171518566605783,8.59377617357344e-27,31
"CANA381","noaa-tree-15524.xml",54.7667,-127.2667,1465,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",-0.00582952280386823,0.000705966865701966,5.48388925934833e-16,-0.00432397752408954,0.00081414785161132,1.38424379463677e-07,-0.00361477065957521,0.000687112182132032,1.80589187352765e-07,31
"CANA383","noaa-tree-15526.xml",63.8333,-137.3833,1205,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.0124367447413998,0.000752772037690921,8.86546395853791e-57,0.00481918942760337,0.000465784159447884,2.44872711740855e-24,0.0104896074254078,0.000656593442241741,1.85732123312493e-53,30
"CANA384","noaa-tree-15527.xml",60.1122,-134.3581,1330,2,0,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00461304016699017,0.000451873220510483,4.1193831396982e-24,9.4158057855306e-05,0.000353863403227036,0.790189675917891,0.00679544721436148,0.000447374320417877,2.01765245192458e-50,32
"CANA385","noaa-tree-15528.xml",54.7167,-127.4667,1830,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00788681402831916,0.000823823588463849,7.59144335381764e-21,0.00598271528994244,0.000795523898338398,1.19769380172638e-13,0.0148649306299232,0.000912578307850438,3.54009565763678e-53,31
"CANA386","noaa-tree-15529.xml",55.3833,-127.0333,1490,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.00472802359108141,0.000955216547610496,8.89683350660907e-07,0.00137146843664224,0.000826783438508286,0.0975100100313716,0.00639051367570896,0.000873988161227686,5.88861535493457e-13,31
"CANA387","noaa-tree-15530.xml",60.6492,-135.165,1160,2,3,"Abies lasiocarpa (Hook.) Nutt.","Abies lasiocarpa","Abies","Pinaceae","Pinales","Gymnosperms",0.0110361075056023,0.000643568844393763,2.61131342536551e-61,-0.000670602431158917,0.000363252485727551,0.0650357670959619,0.0213569343710122,0.00138529006477849,1.47525005278991e-50,32
"CA680","noaa-tree-16484.xml",37.77,-119.82,1843,1,0,"Calocedrus decurrens (Torr.) Florin = Libocedrus decurrens Torr.","Calocedrus decurrens","Calocedrus","Cupressaceae","Pinales","Gymnosperms",0.0015395429222083,0.00105042952254499,0.143083382175718,-0.00440077269824699,0.000611460555005806,1.25779776816103e-12,0.00366811971062893,0.000915640495669494,6.66189270726581e-05,40
"CA682","noaa-tree-16486.xml",40,-121,1184,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.000486310815106268,0.000960872381598199,0.612884617311767,-0.00353102526051307,0.000786836704047465,8.00985923697098e-06,0.00199779603032439,0.000928218379918319,0.0316053455141207,38
"CA683","noaa-tree-16487.xml",40,-121,1184,1,0,"Calocedrus decurrens (Torr.) Florin = Libocedrus decurrens Torr.","Calocedrus decurrens","Calocedrus","Cupressaceae","Pinales","Gymnosperms",-2.47089085191523e-05,0.00076466390851598,0.97422811970676,-0.00279200946353764,0.000677343926150917,4.0458383459797e-05,0.00274518339489769,0.000749546416112925,0.000262006395624117,38
"CA684","noaa-tree-16488.xml",40,-121,1184,1,0,"Pinus lambertiana Douglas","Pinus lambertiana","Pinus","Pinaceae","Pinales","Gymnosperms",0.00217042055277509,0.000851149629759322,0.0109211796736856,-0.00189858398818043,0.000739480775147914,0.0103894832049175,0.00576169794058703,0.000841628142573367,1.32558749520933e-11,38
"CA685","noaa-tree-16489.xml",40,-121,1184,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00536349138802375,0.000856441626231186,5.4073361283426e-10,-0.00715401479160926,0.000745904861579822,5.53312188636902e-21,-0.00110764556883245,0.000825952905956589,0.180178249628677,38
"CANA392","noaa-tree-16499.xml",56.05,-130.0167,1230,2,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",0.00104878852124541,0.00139712870966159,0.453151081648549,-0.00303607723963775,0.00122091667714362,0.0131709342663599,0.00463795761088485,0.00142403535046976,0.0011916099607261,31
"CANA393","noaa-tree-16500.xml",56.1333,-130.05,920,2,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",0.0139170979281663,0.000939721020530905,6.63777696042091e-46,0.010730072489025,0.000857108193496012,5.39669967722543e-34,0.0187784299106856,0.00101080661639179,2.34419696437962e-68,31
"CA686","noaa-tree-16502.xml",37.55,-121.85,89,1,1,"Platanus racemosa Nutt.","Platanus racemosa","Platanus","Platanaceae","Proteales","Angiosperms",-0.00744556885868735,0.00132057059462148,2.02838155384429e-08,-0.0114186462408081,0.00133737293853582,3.12279957764422e-17,-0.00512885577711814,0.00119535646979177,1.88820676572196e-05,39
"CA687","noaa-tree-16503.xml",37.55,-121.85,89,1,1,"Quercus lobata Née","Quercus lobata","Quercus","Fagaceae","Fagales","Angiosperms",-0.000332694753048544,0.00118823625980174,0.779522201464918,-0.00315735869810084,0.000806337998427272,9.40612120187991e-05,-0.0015276695543277,0.00105359907463357,0.147273692454635,39
"CANA409","noaa-tree-16540.xml",49.6847,-117.0331,2160,2,0,"Larix lyallii Parl.","Larix lyallii","Larix","Pinaceae","Pinales","Gymnosperms",-0.00538152225551382,0.00136502301748927,8.92049055997635e-05,-0.00441154972985313,0.0012636965604156,0.000513054375575111,-0.00373017584791161,0.00143338770329341,0.00946499512285125,34
"CANA424","noaa-tree-16580.xml",49.4361,-117.1294,2060,2,0,"Larix lyallii Parl.","Larix lyallii","Larix","Pinaceae","Pinales","Gymnosperms",-0.0130088544438792,0.00246497258710811,2.02566520428447e-07,-0.0117502566867116,0.00186035293648043,6.35421046103165e-10,-0.0118582034823336,0.00248540334447737,2.46701602682043e-06,34
"CANA426","noaa-tree-16582.xml",52.9167,-118.05,1220,6,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.0064067642552507,0.001078972924612,3.48230821864375e-09,-0.00763291804155189,0.000689355567390457,1.40290779302816e-27,-0.00635672151209201,0.00102523942625522,7.03380878674714e-10,37
"CANA427","noaa-tree-16583.xml",52.9333,-118.0667,1230,6,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00159159947581336,0.00103107557550953,0.122904894125204,-0.00343579432756199,0.000822428343305599,3.12874044335286e-05,0.00297846026728732,0.00107138112398417,0.00550863816747183,37
"CANA428","noaa-tree-16585.xml",52.9167,-118.0667,1200,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00637113466438303,0.0009652487520812,6.39955200320881e-11,-0.00656661176740525,0.000802551855616124,7.75265436125713e-16,-0.00515903122919544,0.000980373553583094,1.71392645659473e-07,35
"CANA429","noaa-tree-16586.xml",52.8833,-118.1167,1220,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00745952554220044,0.00119371088796186,6.75752379008623e-10,-0.00688853097822361,0.000825641462058718,3.22116067877995e-16,-0.00142966514805652,0.00128621667084437,0.266680391228551,35
"CANA434","noaa-tree-16592.xml",51.7167,-116.5,2050,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",0.00553113163610449,0.00108008612123535,3.93833056258213e-07,0.00216246324032771,0.000886375355357869,0.0149493247917374,0.00520074191666748,0.00105347180857776,9.95150023341486e-07,29
"CANA439","noaa-tree-16597.xml",52.15,-117.2,2200,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",-0.00420633065850135,0.00100353540306275,3.03536447643037e-05,-0.00326433465011104,0.00106955090324098,0.00233733026849247,-0.00420857339148319,0.00090969696934532,4.24887751570535e-06,29
"CANA442","noaa-tree-16601.xml",55.4333,-123.0333,1280,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",0.0304760478763774,0.00193750447958258,3.16307990872193e-49,0.0208420640416474,0.00142872616772039,2.91295347692998e-43,0.0118166546127684,0.0013949968894956,1.03799516685367e-16,31
"CANA455","noaa-tree-16614.xml",53.75,-121.5167,1370,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",-0.0200392614476396,0.00105190028516498,2.40702243644072e-74,-0.0182464069325686,0.000954286913583003,7.79322714717948e-75,-0.0188796945770167,0.000906406711393158,3.61232403318318e-87,31
"CANA456","noaa-tree-16615.xml",52.25,-117,2000,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",0.00559201729277719,0.000989479236173317,2.36494123294073e-08,-0.00239107102826138,0.000507714214321546,3.02702246729426e-06,0.00562158109969353,0.000913144354263665,1.29088949998658e-09,30
"CHIN068","noaa-tree-16646.xml",36.2333,98.35,3770,1,0,"Juniperus przewalskii Komarov = Sabina przewalskii Komarov","Juniperus przewalskii","Juniperus","Cupressaceae","Pinales","Gymnosperms",0.0136295786440376,0.000626354424050876,3.33112032483731e-98,0.0108371088829912,0.000527954727744638,3.29365646351508e-88,0.0106505090858788,0.000549531083511195,2.48533212797174e-79,40
"CHIN070","noaa-tree-16649.xml",38.5667,99.3333,3707,1,0,"Juniperus przewalskii Komarov = Sabina przewalskii Komarov","Juniperus przewalskii","Juniperus","Cupressaceae","Pinales","Gymnosperms",0.000469572318138983,0.00105718840723156,0.657014847899814,-0.000508238332424843,0.00085814526831275,0.553815272422424,-0.00156943462014314,0.000838136643402166,0.0614242995114537,38
"CHIN071","noaa-tree-16650.xml",38.2,99.8667,4271,1,0,"Juniperus przewalskii Komarov = Sabina przewalskii Komarov","Juniperus przewalskii","Juniperus","Cupressaceae","Pinales","Gymnosperms",0.008705961097342,0.000957897167770344,4.51975469326658e-19,0.00529492414573687,0.000650725958276158,1.08214611664311e-15,0.00641527199918475,0.000852687598059638,1.10056525500345e-13,37
"FRAN044","noaa-tree-16653.xml",44.0833,7.4667,2230,1,0,"Larix decidua Mill.","Larix decidua","Larix","Pinaceae","Pinales","Gymnosperms",0.0148222046027957,0.000998459985391913,2.04646831499152e-45,0.0083284352996769,0.000679491084059668,2.19096955918913e-32,0.0156151260562418,0.000980621430990127,2.51844920258425e-51,36
"FRAN045","noaa-tree-16654.xml",44.05,7.4833,2060,1,0,"Larix decidua Mill.","Larix decidua","Larix","Pinaceae","Pinales","Gymnosperms",0.0252162990853329,0.00122878727922897,1.3669909866796e-88,0.014448141681262,0.000528775341822563,1.56202398065828e-149,0.0199721316319058,0.000665798821731914,1.19835400879015e-176,36
"FRAN046","noaa-tree-16655.xml",44.1,7.4667,2160,1,0,"Larix decidua Mill.","Larix decidua","Larix","Pinaceae","Pinales","Gymnosperms",0.0206465797761735,0.000767204981395408,2.48153321549733e-141,0.0179399946002996,0.000719318852808507,1.3930928551891e-123,0.0214676164987076,0.000786733140903215,8.39215588207841e-145,36
"GERM148","noaa-tree-16658.xml",51.1667,8.95,340,1,0,"Fagus sylvatica L.","Fagus sylvatica","Fagus","Fagaceae","Fagales","Angiosperms",-0.00874837419713691,0.00194874248019749,9.20740239459558e-06,-0.0119096627264753,0.00174951945414115,3.38035636616029e-11,-0.0075948032161777,0.00187988408139723,6.33759495908621e-05,34
"GERM151","noaa-tree-16661.xml",51.1833,9,280,1,0,"Fagus sylvatica L.","Fagus sylvatica","Fagus","Fagaceae","Fagales","Angiosperms",-0.0132442709275063,0.00181444036493974,1.41837766088752e-12,-0.0139258388280889,0.0021291315425886,1.75044979313837e-10,-0.0106332890415559,0.00164375994123977,2.70227452829722e-10,34
"GERM154","noaa-tree-16664.xml",51.15,9.0833,350,1,0,"Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.","Quercus petraea","Quercus","Fagaceae","Fagales","Angiosperms",-0.00443920641213583,0.00123691145633903,0.000370433160848104,-0.00486713166380139,0.00123536591535877,9.51962835976803e-05,-0.00314277136244795,0.00123055514096349,0.010996461813727,34
"GERM156","noaa-tree-16666.xml",51.15,9.0833,360,1,0,"Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.","Quercus petraea","Quercus","Fagaceae","Fagales","Angiosperms",-0.00534644763885006,0.00154225718042219,0.000628769573529858,-0.00627293054178053,0.0014131448787645,1.40298574283429e-05,-0.0050156445100913,0.00150337639932226,0.00099002183767573,34
"GERM159","noaa-tree-16669.xml",51.15,8.9833,340,1,0,"Picea abies (L.) H. Karst.","Picea abies","Picea","Pinaceae","Pinales","Gymnosperms",0.0194096814078686,0.0016490566619553,5.14612635541134e-28,0.0181214915349021,0.00157123546168568,4.32180204150606e-27,0.0136596199211354,0.00144350521940209,1.78436062308979e-19,38
"GERM165","noaa-tree-16681.xml",50.6667,7.2333,370,1,0,"Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.","Quercus petraea","Quercus","Fagaceae","Fagales","Angiosperms",0.0198104694989082,0.00203884463486748,9.13376621435292e-21,0.0108529424624555,0.00154593286305315,6.2635246066821e-12,0.0121935950777916,0.00153107642803962,8.95178902871913e-15,33
"GERM167","noaa-tree-16683.xml",50.6667,7.2333,340,1,0,"Fagus sylvatica L.","Fagus sylvatica","Fagus","Fagaceae","Fagales","Angiosperms",-0.0102611162302365,0.0017493538861141,7.77991024531764e-09,-0.0115363164944499,0.00189343243603866,2.10336613188106e-09,-0.00649730471170912,0.00178053638903046,0.000288596400245522,33
"GERM206","noaa-tree-16740.xml",51.1,8.0167,455,1,0,"Fagus sylvatica L.","Fagus sylvatica","Fagus","Fagaceae","Fagales","Angiosperms",-0.0201951041835968,0.00129098229823379,4.27080314971625e-45,-0.0202486121376683,0.00125097357215377,1.37914234224798e-47,-0.0107871644801455,0.00144869833721553,4.31295096752301e-13,34
"MN028","noaa-tree-16764.xml",48.9667,-97.226,236,1,0,"Quercus macrocarpa Michx.","Quercus macrocarpa","Quercus","Fagaceae","Fagales","Angiosperms",0.0159013027781126,0.00105415228794624,7.1297719096884e-45,0.011807572697828,0.000881050748407619,1.0154095626233e-36,0.0099952521340124,0.000912869237597118,6.53250959755534e-26,39
"ND007","noaa-tree-16767.xml",48.9648,-97.2386,236,1,0,"Quercus macrocarpa Michx.","Quercus macrocarpa","Quercus","Fagaceae","Fagales","Angiosperms",0.0123170344588205,0.00124248054327559,7.25777438872987e-22,0.0122056319847955,0.00115630185211737,2.12898762175777e-24,0.00566015787204816,0.00102203839807699,4.21611738340901e-08,39
"ND010","noaa-tree-16770.xml",46.8833,-96.7695,268,1,0,"Quercus macrocarpa Michx.","Quercus macrocarpa","Quercus","Fagaceae","Fagales","Angiosperms",0.00872343550473545,0.00116386695518598,1.94477894271057e-13,0.00915732534546692,0.00111375216296105,9.29960036622761e-16,0.0077675767579469,0.00104516415454152,3.03824077125799e-13,39
"MORC022","noaa-tree-16774.xml",32.4167,-5.3333,2100,1,0,"Cedrus atlantica (Endl.) Manetti ex Carrière","Cedrus atlantica","Cedrus","Pinaceae","Pinales","Gymnosperms",-0.0196488651515733,0.00146367656894548,3.77966886107581e-38,-0.0148053348197203,0.00110967715320917,9.79108876009362e-38,-0.0170514326211134,0.00144579412229985,2.62501688459459e-30,30
"MT127","noaa-tree-16776.xml",45,-110.6833,1865,1,1,"Juniperus scopulorum Sarg.","Juniperus scopulorum","Juniperus","Cupressaceae","Pinales","Gymnosperms",-0.0119326864392417,0.00198243701353069,5.3411032087084e-09,-0.0112405757763339,0.00196890791684755,2.83346156116081e-08,-0.0098806291101068,0.00183806024974116,1.58290552778536e-07,37
"ROMA008","noaa-tree-16787.xml",46.95,25.95,1790,1,0,"Picea abies (L.) H. Karst.","Picea abies","Picea","Pinaceae","Pinales","Gymnosperms",0.0173681171812774,0.00100143850714512,7.20380291098318e-64,0.00436168012876766,0.000507384168688129,1.39140773254284e-17,0.0147486580807441,0.000780667317645871,9.88388310999818e-75,33
"RUSS237","noaa-tree-16792.xml",67.8167,60.0167,75,3,0,"Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hultén","Picea obovata","Picea","Pinaceae","Pinales","Gymnosperms",0.0148570728036446,0.000983400146721284,1.43521467604369e-49,0.0293897866826202,0.0011124788202162,5.19509578655494e-137,0.0116569338647508,0.000893317737831199,8.70479242719036e-38,29
"RUSS239","noaa-tree-16794.xml",70.5167,92.95,350,3,0,"Larix spp. Mill.","Larix spp.","Larix","Pinaceae","Pinales","Gymnosperms",-0.00583425536374995,0.000436507123754534,2.17196524505847e-38,-0.00622944745479438,0.000417281373938567,8.31222542495353e-47,-0.00407269925171913,0.000451543785828348,6.21448405020379e-19,29
"SPAI073","noaa-tree-16803.xml",42.8,-0.7333,1600,1,0,"Pinus uncinata Mill. ex Mirb.","Pinus uncinata","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0116440746980433,0.0010597542092781,1.14868186934043e-26,-0.0093604822927273,0.000628607714379347,1.16325106132635e-45,-0.0083325521433193,0.00105649675334627,7.69846256157815e-15,34
"SVK003","noaa-tree-16804.xml",49.15,20.0167,1550,1,0,"Larix decidua Mill.","Larix decidua","Larix","Pinaceae","Pinales","Gymnosperms",0.0150712915742178,0.00243409600991374,1.16776895884079e-09,0.00999611967044546,0.00189583678140101,1.93779733672933e-07,0.0093361461565225,0.00221835779127408,3.00270600726552e-05,32
"SVK004","noaa-tree-16805.xml",49.15,20.0167,1550,1,0,"Picea abies (L.) H. Karst.","Picea abies","Picea","Pinaceae","Pinales","Gymnosperms",0.00115300033851759,0.00102211190867295,0.259842368384437,-0.00203049612343787,0.000858568413412055,0.0184158493876216,0.00754801925275394,0.00163913485905694,5.25394623534777e-06,32
"SVK005","noaa-tree-16806.xml",48.8667,19.6,800,1,0,"Picea abies (L.) H. Karst.","Picea abies","Picea","Pinaceae","Pinales","Gymnosperms",0.0148676998350382,0.00227683800399264,1.28667972229606e-10,0.00577331051586617,0.00122060970041091,2.73242849190123e-06,0.00732109249696822,0.0018454656598357,8.04724484771659e-05,32
